then,373.63,373.77
they'll,374.01,374.19
show,374.21,374.35
sympathy,374.39,374.91
so,375.05,375.17
what,375.19,375.29
I,375.35,375.39
want,375.47,376.09
you,376.07,376.25
to,376.29,376.35
take,376.39,376.57
from,376.61,376.73
all,376.83,376.93
of,376.98,377.04
this,377.07,377.25
is,377.30,377.62
when,377.68,377.78
you,377.82,377.94
do,377.96,378.10
a,378.18,378.20
bold,378.36,378.66
action,378.82,379.08
people's,379.14,379.48
reactions,379.52,380.02
have,380.08,380.22
nothing,380.32,380.58
to,380.62,380.68
do,380.74,380.86
with,380.92,381.02
what,381.08,381.18
you,381.22,381.32
did,381.36,381.56
but,381.86,381.96
everything,382.14,382.50
to,382.54,382.60
do,382.66,382.82
with,382.88,383.00
how,383.08,383.23
you,383.26,383.41
reacted,383.45,383.87
to,383.93,383.97
what,384.03,384.13
you,384.19,384.31
did,384.37,384.59
if,384.61,384.91
you,384.93,385.09
do,385.13,385.29
something,385.39,385.73
and,386.01,386.09
make,386.13,386.27
it,386.31,386.35
clear,386.43,386.65
you're,386.69,386.83
doing,386.85,387.07
it,387.13,387.17
for,387.23,387.35
fun,387.47,387.73
and,387.99,388.09
enjoyment,388.15,388.59
people,388.65,388.92
will,388.95,389.12
laugh,389.13,389.36
with,389.40,389.50
you,389.54,389.64
enjoy,389.70,390.02
it,390.06,390.10
and,390.50,390.58
see,390.66,390.84
you,390.88,391.02
as,391.12,391.20
a,391.24,391.28
strong,391.36,391.80
and,392.06,392.16
clever,392.22,392.50
person,392.56,392.90
if,392.96,393.02
you,393.04,393.16
do,393.20,393.34
it,393.40,393.46
and,393.84,393.92
show,394.00,394.18
fear,394.28,394.49
that's,394.55,394.69
when,394.73,394.85
people,394.88,395.17
will,395.21,395.35
see,395.41,395.59
you,395.65,395.79
as,395.89,395.95
weird,396.09,396.39
or,396.43,396.51
cringe,396.61,396.87
worthy,396.89,397.19
and,397.55,397.65
that's,397.69,397.89
when,397.93,398.03
you'll,398.05,398.23
feel,398.29,398.53
embarrassed,398.65,399.17
so,399.25,399.37
the,399.41,399.49
way,399.53,399.67
to,399.73,399.87
get,400.15,400.27
rid,400.33,400.48
of,400.51,400.56
punishment,400.57,401.10
and,401.34,401.78
Guarantee,401.76,402.32
a,402.38,402.42
reward,402.48,402.86
every,402.90,403.34
time,403.42,403.74
is,403.78,404.02
to,404.08,404.16
learn,404.22,404.46
how,404.50,404.62
to,404.66,404.72
control,404.78,405.22
the,405.24,405.36
energy,405.48,405.82
or,405.84,406.14
aura,406.16,406.60
around,406.70,407.04
you,407.08,407.22
when,407.42,407.56
doing,407.62,407.85
a,407.93,407.94
bold,408.02,408.25
action,408.41,408.69
and,409.01,409.07
you,409.11,409.19
might,409.25,409.41
ask,409.53,409.69
me,409.73,409.81
now,409.89,410.07
how,410.15,410.25
do,410.29,410.37
I,410.45,410.49
do,410.57,410.71
that,410.75,411.05
don't,411.13,411.33
worry,411.41,411.65
I'll,411.71,411.83
explain,411.87,412.31
everything,412.57,412.93
in,412.99,413.05
detail,413.13,413.55
now,413.63,413.85
when,413.89,414.23
you,414.27,414.37
do,414.39,414.51
a,414.59,414.61
bold,414.69,414.93
action,415.10,415.38
or,415.42,415.69
something,415.77,416.06
outside,416.12,416.52
the,416.54,416.62
frame,416.70,416.96
people,417.00,417.26
have,417.54,417.68
placed,417.74,418.00
you,418.04,418.16
in,418.26,418.34
many,418.44,418.64
emotions,418.70,419.10
might,419.20,419.36
arise,419.42,419.72
inside,419.80,420.18
you,420.22,420.32
to,420.34,420.40
make,420.44,420.60
it,420.66,420.72
simple,420.78,421.10
will,421.14,421.30
divide,421.34,421.68
these,421.74,421.88
emotions,421.96,422.44
into,422.60,422.76
two,422.79,422.99
types,423.06,423.35
negative,423.47,423.83
and,424.09,424.15
positive,424.27,424.75
this,424.79,424.93
emotion,424.99,425.37
will,425.63,425.77
influence,425.83,426.23
how,426.29,426.37
you,426.43,426.51
behave,426.57,426.91
whether,427.23,427.45
in,427.49,427.59
your,427.63,427.75
body,427.85,428.15
language,428.19,428.51
facial,428.57,428.87
expressions,428.93,429.87
tone,429.85,430.19
of,430.24,430.30
voice,430.33,430.57
etc,430.63,431.02
those,431.12,431.28
behaviors,431.34,431.84
are,431.86,432.06
your,432.10,432.24
reaction,432.30,432.78
when,433.00,433.12
people,433.20,433.50
see,433.58,433.76
those,433.82,434.04
behaviors,434.10,434.62
they,434.68,434.82
subconsciously,434.86,435.56
recognize,435.66,436.20
whether,436.28,436.48
you're,436.52,436.68
feeling,436.72,437.02
a,437.06,437.10
positive,437.18,437.69
or,437.88,437.94
negative,437.99,438.43
emotion,438.47,438.89
and,439.19,439.27
accordingly,439.31,439.83
they,439.89,440.03
respond,440.07,440.49
they'll,440.53,440.73
either,440.87,441.11
see,441.19,441.39
you,441.45,441.61
as,441.79,441.87
a,441.95,441.97
weak,442.05,442.25
person,442.37,442.77
and,442.89,442.95
laugh,443.05,443.33
at,443.37,443.43
you,443.47,443.59
or,443.85,443.91
see,444.01,444.21
you,444.25,444.39
as,444.47,444.55
a,444.61,444.65
bold,444.73,445.03
and,445.10,445.18
powerful,445.25,445.74
person,445.82,446.18
and,446.46,446.54
admire,446.62,447.02
you,447.06,447.14
what,447.18,447.26
you,447.30,447.38
need,447.42,447.54
to,447.58,447.64
do,447.70,447.86
is,447.88,448.14
change,448.20,448.48
that,448.52,448.64
reaction,448.70,449.08
the,449.14,449.22
problem,449.26,449.64
is,449.94,450.00
it's,450.06,450.16
very,450.22,450.44
hard,450.52,450.76
to,450.80,450.86
change,450.92,451.18
that,451.22,451.32
reaction,451.38,451.90
but,452.10,452.20
there's,452.22,452.40
a,452.44,452.46
simple,452.56,452.85
way,452.93,453.05
to,453.08,453.14
change,453.20,453.49
the,453.55,453.69
feeling,453.97,454.25
inside,454.31,454.71
you,454.75,454.87
because,455.03,455.27
once,455.35,455.47
you,455.49,455.61
change,455.65,455.93
that,455.99,456.57
Internal,456.55,457.09
feeling,457.15,457.45
into,457.51,457.71
a,457.77,457.79
positive,457.87,458.33
one-year,458.37,458.75
behaviors,458.79,459.33
and,459.47,459.53
reactions,459.57,460.18
will,460.24,460.42
automatically,460.60,461.20
shift,461.32,461.64
and,462.04,462.10
the,462.14,462.20
people,462.26,462.52
around,462.62,462.88
you,462.92,463.00
will,463.04,463.16
respond,463.20,463.56
positively.,463.64,464.28
And,464.62,464.68
that's,464.72,464.88
what,464.92,465.02
will,465.06,465.18
make,465.22,465.36
you,465.38,465.50
always,465.70,466.00
receive,466.04,466.46
the,466.50,466.58
reward,466.64,467.06
instead,467.14,467.46
of,467.48,467.52
the,467.56,467.64
punishment.,467.70,468.19
And,468.58,468.64
the,468.69,468.75
way,468.81,468.91
to,468.97,469.05
change,469.13,469.41
your,469.43,469.57
internal,469.61,470.03
emotion,470.11,470.53
is,470.77,470.83
to,470.87,470.95
change,471.01,471.25
your,471.29,471.41
body,471.47,471.77
language.,471.81,472.19
If,472.39,472.45
you've,472.47,472.63
been,472.67,472.79
following,472.85,473.23
me,,473.27,473.39
you,473.45,473.59
already,473.73,474.01
know,474.09,474.27
that,474.31,474.51
body,474.55,474.91
language,474.97,475.33
is,475.53,475.59
connected,475.67,476.07
to,476.12,476.19
our,476.24,476.42
emotions.,476.48,476.98
If,477.22,477.28
you,477.32,477.46
just,477.50,477.72
raise,477.84,478.08
your,478.12,478.26
head,478.32,478.56
and,478.60,479.04
smile,,479.12,479.50
you'll,479.54,479.72
feel,479.76,479.94
something,480.00,480.30
good.,480.54,480.74
And,480.96,481.06
by,481.10,481.24
the,481.28,481.36
way,,481.40,481.52
this,481.60,481.74
is,481.80,481.86
something,481.92,482.20
you,482.24,482.74
should,482.72,483.02
always,483.12,483.46
do,483.54,483.68
if,483.82,483.88
for,483.94,484.06
example,484.12,484.53
you're,484.55,484.71
sitting,484.75,484.99
in,485.05,485.13
class,485.17,485.57
and,485.83,485.91
a,485.97,485.99
teacher,486.07,486.43
says,486.51,486.69
something,486.79,487.13
embarrassing,487.21,487.75
to,487.79,487.89
you,487.93,488.07
try,488.15,488.31
to,488.35,488.41
smile,488.47,488.77
force,488.79,489.09
yourself,489.11,489.47
to,489.53,489.61
smile,489.65,490.03
even,490.39,490.56
if,490.60,490.65
you,490.69,490.82
feel,490.86,491.08
shy,491.16,491.48
or,491.52,491.82
nervous,491.84,492.30
this,492.34,492.48
way,492.54,492.66
you,492.70,492.82
automatically,492.94,493.54
stop,493.60,493.90
feeling,494.04,494.38
embarrassed,494.40,494.96
anyway,495.14,495.52
when,495.82,495.90
you,495.94,496.02
want,496.04,496.14
to,496.16,496.22
take,496.26,496.40
a,496.46,496.48
bold,496.54,496.79
action,496.93,497.23
or,497.27,497.67
in,497.73,497.77
any,497.99,498.13
moment,498.21,498.47
you,498.53,498.65
feel,498.71,498.91
embarrassment,499.01,499.59
force,499.69,499.95
yourself,499.99,500.37
to,500.45,500.57
adopt,500.63,500.93
positive,501.07,501.53
body,501.59,501.89
language,501.93,502.27
forget,502.33,502.59
everything,502.61,503.19
happening,503.25,503.63
around,503.70,504.00
you,504.04,504.18
and,504.20,504.58
focus,504.66,505.00
only,505.18,505.36
on,505.46,505.52
opening,505.56,506.00
your,506.04,506.16
chest,506.22,506.48
smiling,506.52,507.02
they,507.04,507.12
important,507.40,507.78
thing,507.82,508.06
is,508.10,508.34
to,508.40,508.46
stay,508.52,508.70
focused,508.80,509.16
only,509.38,509.56
on,509.64,509.70
your,509.73,509.85
body,509.88,510.49
language,510.47,511.05
and,511.33,511.41
the,511.45,511.53
emotion,511.59,512.03
inside,512.07,512.61
you,512.65,512.73
will,512.75,512.89
start,512.91,513.13
to,513.17,513.27
shift,513.37,513.69
and,513.91,514.01
rise,514.13,514.47
without,514.55,514.85
you,514.89,515.03
even,515.17,515.35
noticing,515.37,515.87
when,515.93,516.05
you,516.10,516.22
do,516.25,516.41
that,516.48,516.64
without,516.74,517.10
even,517.36,517.52
realizing,517.56,518.14
it,518.22,518.26
you've,518.30,518.50
overcome,518.70,519.14
something,519.20,519.50
called,519.56,519.78
embarrassment,519.86,520.46
you've,520.48,520.68
defeated,520.72,521.16
something,521.24,521.54
called,521.62,521.82
punishment,521.88,522.36
but,522.68,522.78
the,522.83,522.90
movie,522.97,523.31
doesn't,523.55,523.85
end,523.93,524.03
here,524.09,524.27
you,524.29,524.71
still,524.75,524.99
need,525.05,525.21
to,525.25,525.31
take,525.37,525.55
the,525.57,525.69
bold,525.77,526.03
action,526.17,526.43
itself,526.49,526.85
which,527.23,527.37
means,527.41,527.57
up,527.67,527.73
to,527.77,527.83
now,527.91,528.07
you've,528.09,528.29
only,528.43,528.61
learned,528.69,528.96
how,529.00,529.12
to,529.15,529.22
remove,529.24,529.60
the,529.64,529.72
punishment,529.78,530.24
but,530.52,530.62
you,530.66,530.78
still,530.80,531.02
haven't,531.08,531.34
learned,531.44,531.72
how,531.78,531.88
to,531.92,531.96
become,532.02,532.28
a,532.34,532.36
bold,532.44,532.70
person,532.78,533.14
before,533.18,533.50
I,533.56,533.62
explain,533.68,534.08
to,534.12,534.18
you,534.26,534.36
the,534.38,534.52
mindset,534.78,535.18
you,535.20,535.32
need,535.36,535.52
to,535.54,535.61
have,535.66,535.87
in,535.92,535.97
this,536.00,536.15
life,536.23,536.45
too,536.51,537.05
Become,537.03,537.39
a,537.45,537.47
bold,537.53,537.73
person.,537.79,538.15
Let,538.39,538.51
me,538.55,538.63
first,538.67,539.03
explain,539.11,539.53
the,539.57,539.65
reward,539.69,540.05
now.,540.13,540.33
When,540.69,540.79
you're,540.83,541.03
in,541.05,541.11
a,541.15,541.19
social,541.25,541.57
situation,,541.61,542.25
let's,542.57,542.75
say,542.79,542.95
you,542.97,543.09
went,543.11,543.23
on,543.29,543.35
a,543.39,543.41
date,543.47,543.65
with,543.69,543.79
a,543.87,543.89
girl.,543.93,544.19
What,544.33,544.43
does,544.47,544.59
your,544.63,544.77
subconscious,544.84,545.58
mind,545.63,545.86
tell,545.92,546.08
you?,546.12,546.24
You,546.28,546.40
say,546.46,546.62
to,546.66,546.74
yourself,546.78,547.14
that,547.20,547.30
the,547.32,547.42
way,547.46,547.58
to,547.62,547.72
impress,547.80,548.16
her,548.20,548.32
is,548.34,548.58
by,548.64,548.76
acting,549.04,549.30
in,549.34,549.40
a,549.46,549.48
way,549.54,549.72
that,549.76,549.94
fits,550.04,550.24
the,550.32,550.40
frame.,550.48,550.80
She,551.12,551.24
has,551.28,551.38
placed,551.46,551.74
you,551.80,551.92
in,552.00,552.06
you,552.10,552.18
need,552.24,552.38
to,552.42,552.48
be,552.52,552.60
respectful,,552.68,553.30
well,553.40,553.62
dressed.,553.66,554.04
You,554.06,554.16
need,554.20,554.34
to,554.38,554.44
flirt,554.54,554.83
and,555.12,555.23
at,555.26,555.33
the,555.35,555.45
same,555.50,555.71
time,,555.78,556.03
you,556.09,556.17
must,556.23,556.39
not,556.45,556.61
say,556.73,556.99
or,557.01,557.05
do,557.43,557.53
anything,557.77,558.07
outside,558.15,558.59
of,558.63,558.67
that,558.71,558.85
frame,,558.95,559.21
meaning,559.25,559.51
when,559.75,559.85
you,559.89,559.97
want,560.01,560.13
to,560.15,560.19
impress,560.25,560.59
her.,560.63,560.77
You,561.09,561.19
automatically,561.27,561.85
start,561.91,562.15
caring,562.21,562.49
about,562.55,562.75
what?,562.83,563.47
She,563.45,563.69
thinks,563.77,563.97
of,564.03,564.09
you,,564.13,564.27
but,564.43,564.55
in,564.62,564.65
reality,,564.74,565.30
she,565.54,565.64
will,565.68,565.80
be,565.84,565.92
impressed,565.98,566.36
by,566.42,566.52
you,566.58,566.72
when,566.78,566.90
you,566.92,567.02
don't,567.08,567.28
care,567.38,567.62
about,567.66,567.86
what,567.90,568.00
she,568.06,568.18
thinks,568.26,568.50
of,568.56,568.62
you.,568.68,568.82
And,569.18,569.26
this,569.32,569.46
is,569.52,569.58
the,569.64,569.70
paradox,569.74,570.23
we,570.28,570.40
live,570.47,570.67
and,570.71,570.77
people,570.83,571.09
become,571.15,571.41
attracted,571.45,571.93
to,571.97,572.05
you,572.11,572.25
when,572.49,572.59
you,572.63,572.73
don't,572.77,572.93
care,573.01,573.19
what,573.23,573.33
they,573.35,573.49
think,573.53,573.71
about,573.77,573.97
you.,574.01,574.15
You,574.17,574.29
must,574.37,574.55
understand,574.63,575.11
this.,575.17,575.37
And,575.69,575.77
at,575.81,575.86
the,575.89,576.00
same,576.03,576.24
time,,576.32,576.64
when,576.78,576.88
you're,576.90,577.10
a,577.14,577.16
bold,577.22,577.48
person,,577.54,577.92
you,577.96,578.08
constantly,578.18,578.70
put,578.78,578.90
yourself,578.94,579.34
in,579.42,579.50
situations,579.54,580.22
filled,580.34,580.58
with,580.64,580.76
tension,580.82,581.20
and,581.42,581.50
pressure.,581.58,581.95
Imagine,581.99,582.33
with,582.37,582.49
me,582.55,582.65
two,582.75,582.91
people,582.99,583.29
who,583.59,583.69
went,583.73,583.85
on,583.93,583.99
a,584.03,584.05
date,,584.11,584.37
the,584.65,584.73
first,584.85,585.09
one,585.21,585.29
met,585.33,585.45
the,585.47,585.55
girl,585.61,585.83
they,585.87,586.05
went,586.25,586.37
to,586.41,586.51
a,586.57,586.59
restaurant,586.65,587.07
sat,587.11,587.31
down,,587.35,587.55
talked,587.65,587.91
and,588.02,588.10
parted.,588.14,588.84
Ways,588.82,589.24
and,589.40,589.48
each,589.64,589.78
went,589.84,589.98
home,590.06,590.26
without,590.32,590.60
anything,590.76,591.08
out,591.16,591.24
of,591.28,591.32
the,591.34,591.42
ordinary,591.56,591.96
happening,592.02,592.38
this,592.44,592.58
person,592.66,592.96
may,593.02,593.16
have,593.20,593.30
given,593.36,593.58
her,593.62,593.74
a,593.80,593.82
good,593.90,594.04
impression,,594.10,594.57
but,594.85,594.95
that,594.97,595.11
girl,595.18,595.39
will,595.43,595.57
still,595.61,595.81
consider,595.85,596.23
him,596.29,596.37
just,596.61,596.77
someone,596.87,597.17
she,597.23,597.33
went,597.39,597.51
on,597.59,597.65
a,597.69,597.71
date,597.75,597.97
with,598.01,598.13
nothing,598.25,598.51
more.,598.59,598.81
He,598.83,598.95
will,598.99,599.13
leave,599.15,599.31
a,599.37,599.39
light,599.47,599.73
and,599.99,600.07
pleasant,600.19,600.49
impression,,600.55,601.01
but,601.31,601.41
imagine,601.47,601.89
another,601.95,602.24
person,602.29,602.63
who,602.67,602.78
went,602.84,602.98
out,603.04,603.12
with,603.16,603.26
a,603.32,603.34
girl,603.40,603.66
and,603.70,604.08
when,604.10,604.18
they,604.22,604.32
were,604.34,604.46
leaving,604.52,604.78
the,604.84,604.92
restaurant,,604.94,605.50
he,605.52,605.62
slipped,605.74,606.04
and,606.20,606.28
fell.,606.40,606.64
And,607.00,607.08
when,607.10,607.20
he,607.22,607.30
fell,,607.36,607.54
he,607.56,607.62
got,607.66,607.84
up,607.94,608.00
and,608.18,608.26
started,608.32,608.62
laughing,608.70,609.08
and,609.32,609.40
the,609.44,609.50
girl,609.57,609.80
also,609.85,610.26
started,610.33,610.61
laughing,610.65,611.03
in,611.09,611.15
that,611.19,611.37
moment.,611.71,611.95
The,611.97,612.05
girl's,612.11,612.37
subconscious,612.41,613.05
didn't.,613.09,613.71
Just,613.69,613.93
see,613.97,614.11
someone,614.17,614.47
who,614.49,614.61
fell,614.69,614.87
in,614.91,614.97
front,615.03,615.17
of,615.21,615.25
her,615.29,615.39
know,,615.43,615.69
she,615.95,616.09
saw,616.15,616.35
someone,616.45,616.75
who,616.79,616.91
is,616.99,617.05
at,617.11,617.17
peace,617.25,617.50
with,617.53,617.63
himself,,617.70,618.08
someone,618.18,618.46
who,618.50,618.60
doesn't,618.66,618.94
care,,619.00,619.24
and,619.28,619.74
is,619.80,619.88
strong,619.92,620.26
someone,620.34,620.64
who,620.68,620.78
knows,620.82,621.02
how,621.08,621.16
to,621.20,621.26
act,621.40,621.52
under,621.58,621.74
pressure.,621.80,622.16
And,622.58,622.64
if,622.68,622.72
you've,622.74,622.92
been,622.96,623.08
following,623.16,623.50
me,,623.54,623.64
you'll,623.66,623.86
know,623.88,624.06
that,624.08,624.20
the,624.24,624.34
way,624.38,624.54
we,624.60,624.76
humans,624.82,625.21
judge,625.30,625.54
someone's,625.59,625.91
nature,625.97,626.31
is,626.35,626.67
by,626.73,626.85
observing,626.93,627.35
how,627.41,627.51
they,627.55,627.67
act,627.93,628.05
under,628.17,628.33
pressure,628.39,628.73
that,628.75,628.91
moment,628.99,629.29
when,629.35,629.47
he,629.51,629.59
fell,629.69,629.93
and,629.97,630.31
started,630.39,630.69
laughing,630.75,631.11
will,631.15,631.29
leave,631.33,631.49
a,631.55,631.57
very,631.71,631.97
strong,632.05,632.37
impression,632.43,632.88
on,632.93,633.00
that,633.03,633.17
girl.,633.25,633.52
And,633.84,633.90
she'll,633.96,634.20
feel,634.24,634.44
his,634.48,634.58
strength,634.64,635.00
more,635.12,635.32
than,635.38,635.50
anything,635.72,636.04
else,636.12,636.24
he,636.28,636.36
did,636.40,636.58
during,636.82,637.06
the,637.10,637.18
entire,637.24,637.68
date,637.76,638.00
of,638.18,638.22
bold,638.30,638.56
action.,638.70,639.34
is,639.32,639.50
a,639.56,639.60
tool,639.66,639.90
that,639.96,640.06
will,640.10,640.24
always,640.40,640.71
put,640.80,640.97
you,641.00,641.11
under,641.16,641.30
pressure.,641.38,641.75
And,642.21,642.29
since,642.35,642.53
you've,642.55,642.75
watched,642.79,643.05
this,643.09,643.21
video,,643.27,643.65
you,643.67,643.79
now,643.83,644.01
know,644.13,644.31
how,644.39,644.51
to,644.53,644.59
act,644.79,644.93
under,645.01,645.15
that,645.19,645.33
pressure.,645.41,645.77
And,646.05,646.15
as,646.25,646.33
a,646.39,646.43
result,,646.47,646.77
you'll,646.79,646.97
make,647.01,647.15
people,647.19,647.45
attracted,647.51,647.95
to,647.97,648.05
you,648.09,648.19
even,648.33,648.49
more.,648.55,648.77
And,649.15,649.23
these,649.27,649.43
two,649.49,649.65
things,649.73,649.96
are,650.03,650.12
what,650.15,650.27
make,650.36,650.51
up,650.58,650.65
the,650.70,650.75
reward,650.82,651.20
now,651.28,651.48
that,651.54,651.64
you,651.68,651.80
know,651.84,651.98
the,652.02,652.10
components,652.14,652.64
of,652.68,652.72
a,652.78,652.80
bold,652.86,653.06
action.,653.20,653.50
Let's,653.84,654.00
talk,654.04,654.26
about,654.30,654.48
the,654.50,654.58
mindset,654.66,655.10
you,655.14,655.26
need,655.32,655.48
to,655.50,655.56
become,655.60,655.88
a,655.94,655.96
bold,656.06,656.34
person,,656.40,656.78
this,656.84,656.98
mentality,657.04,657.58
that,657.64,657.76
I'm,657.80,657.92
going,657.96,658.10
to,658.12,658.20
explain,658.28,658.72
to,658.76,658.82
you,658.86,658.98
may,659.02,659.16
seem,659.23,659.40
a,659.45,659.47
bit,659.52,659.64
extreme,,659.71,660.17
but,660.53,660.61
it's,660.65,660.75
worth,660.79,660.99
having,661.07,661.39
because,661.47,661.71
it,661.77,661.83
will,661.87,662.07
place,662.31,662.53
you,662.57,662.67
at,662.71,662.77
the,662.79,662.87
highest,662.97,663.27
levels,663.33,663.59
of,663.69,664.15
Power,664.13,664.49
once,664.63,664.75
you,664.79,664.91
apply,664.97,665.31
at,665.35,665.41
the,665.43,665.53
skill,665.57,665.83
you'll,665.85,666.03
need,666.07,666.25
here,666.29,666.49
is,666.53,666.75
one,666.81,666.87
of,666.91,666.95
the,666.97,667.03
most,667.07,667.23
powerful,667.35,667.88
things,667.96,668.24
that,668.29,668.43
changed,668.52,668.80
my,668.84,669.02
life.,669.10,669.34
And,669.76,669.84
I'm,669.88,669.98
telling,670.04,670.30
you,670.36,670.46
this,670.48,670.66
from,670.72,670.84
the,670.86,670.94
bottom,670.98,671.24
of,671.28,671.32
my,671.38,671.50
heart,671.58,671.76
this,671.82,671.98
skill,672.02,672.34
is,672.68,672.74
to,672.78,672.86
start,672.90,673.12
seeing,673.18,673.42
people,673.50,673.82
as,674.16,674.22
if,674.30,674.34
they're,674.38,674.54
non-playable,674.66,675.32
characters,675.38,675.85
NPCs,675.99,676.53
house,676.63,676.79
so,676.89,677.07
from,677.13,677.25
the,677.27,677.35
moment,677.39,677.67
you,677.73,677.85
step,677.91,678.15
out,678.29,678.39
of,678.43,678.47
your,678.51,678.63
house,678.67,678.97
you're,679.15,679.29
literally,679.37,679.75
walking,679.77,680.23
past,680.31,680.59
thousands,680.65,681.11
of,681.15,681.21
humans,681.27,681.61
every,681.93,682.13
week,682.19,682.41
on,682.55,682.61
the,682.63,682.71
street,682.75,683.03
at,683.09,683.13
the,683.17,683.25
gym,683.31,683.55
and,683.60,683.67
cafes,683.72,684.22
and,684.28,684.36
taxis,684.40,684.86
anywhere,684.90,685.52
and,685.82,685.90
none,685.94,686.08
of,686.10,686.14
them,686.20,686.32
actually,686.36,686.82
care,686.86,687.06
you,687.10,687.20
think.,687.26,687.78
People,687.80,688.06
are,688.16,688.24
watching,688.34,688.70
you,688.74,688.84
judging,688.90,689.26
you,689.30,689.44
over,689.46,689.92
analyzing,689.94,690.42
your.,690.46,690.96
Every,690.94,691.33
move,691.37,691.57
they're,691.59,691.76
not,691.80,691.90
there,691.95,692.13
stuck,692.17,692.39
in,692.43,692.49
their,692.51,692.67
own,692.79,692.93
heads,692.99,693.19
drowning,693.29,693.75
in,693.83,693.89
their,693.93,694.09
own,694.21,694.33
insecurities,694.45,695.15
worrying,695.23,695.57
about,695.65,695.85
dumb,695.95,696.21
like,696.25,696.43
if,696.55,696.61
their,696.65,696.81
shirt,696.85,697.09
looks,697.13,697.33
weird,,697.41,697.75
or,698.09,698.17
if,698.25,698.32
someone,698.36,698.63
saw,698.67,698.88
their,698.92,699.08
pimple,699.14,699.50
that,699.76,699.86
girl,699.94,700.16
you,700.20,700.32
walked,700.36,700.60
past,,700.66,701.06
she,701.30,701.40
didn't,701.44,701.60
notice,701.66,701.92
you,701.94,702.06
looked,702.10,702.30
awkward,,702.50,702.82
she's,703.08,703.26
too,703.36,703.54
busy,703.62,703.90
thinking,704.00,704.30
she,704.36,704.46
looks,704.50,704.68
awkward.,704.82,705.16
And,705.54,705.61
once,705.73,705.83
you,705.87,706.01
finally,706.05,706.37
realize,706.41,706.91
that,706.97,707.07
most,707.17,707.37
people,707.43,707.73
are,707.79,707.87
walking,707.95,708.29
around,708.37,708.63
like,708.69,708.83
background,708.99,709.49
noise,709.57,709.83
like,709.89,710.03
NPCs,,710.05,710.81
just,711.11,711.29
looping,711.43,711.77
in,711.83,711.87
their,711.91,712.08
own,712.15,712.27
self-obsession,,712.36,713.12
you,713.38,713.50
stop,713.54,713.78
playing,713.84,714.08
scared,714.14,714.42
you,714.44,714.54
stop,714.56,714.84
holding,714.86,715.12
back.,715.18,715.70
Because,715.72,715.94
if,716.00,716.04
they're,716.06,716.24
just,716.26,716.40
NPCs,,716.44,717.12
why,717.18,717.36
the?,717.40,717.86
Would,717.84,718.08
you,718.12,718.22
fear,718.28,718.47
their,718.50,718.66
opinion?,718.73,719.07
This,719.13,719.47
is,719.55,719.63
the,719.69,719.77
switch,719.85,720.15
the,720.23,720.33
mental,720.45,720.79
cheat,720.87,721.13
code,721.19,721.45
the,721.49,721.61
second,721.69,722.03
you,722.07,722.19
stop,722.23,722.53
acting,722.72,722.93
like,723.00,723.14
life,723.24,723.46
is,723.68,723.76
some,723.82,724.02
kind,724.10,724.28
of,724.32,724.36
audition,724.46,724.90
and,725.24,725.32
start,725.34,725.58
treating,725.66,725.96
it,726.00,726.06
like,726.12,726.24
your,726.28,726.42
movie,726.46,726.73
you,726.76,726.87
do,726.92,727.11
without,727.15,727.67
needing,727.75,727.99
a,728.07,728.09
reason,728.17,728.45
you,728.49,728.61
walk,728.67,728.89
into,728.95,729.13
a,729.21,729.23
room,729.31,729.55
and,729.57,729.91
your,729.93,730.07
energy,730.13,730.47
says,,730.53,730.77
I,731.32,731.36
don't,731.40,731.54
need,731.60,731.74
you,731.78,731.88
to,731.92,732.00
like,732.06,732.26
me.,732.34,732.50
I,732.52,732.54
already,732.94,733.32
chose,733.42,733.70
to,733.76,733.84
like,733.88,734.04
myself.,734.10,735.02
And,735.00,735.21
that's,735.23,735.41
when,735.45,735.55
they,735.57,735.69
start,735.73,735.97
liking,736.03,736.35
you,736.39,736.51
because,736.59,736.89
you're,736.93,737.11
no,737.17,737.29
longer,737.37,737.67
chasing,737.75,738.11
respect,738.17,738.55
you're,738.57,738.73
demanding,738.75,739.21
it,739.27,739.35
silently,739.47,739.97
without,740.01,740.51
saying,740.57,740.83
a,740.89,740.91
word,740.97,741.19
just,741.35,741.51
by,741.58,741.67
the,741.72,741.77
way,741.82,741.91
you,741.98,742.12
move,742.18,742.44
and,742.48,742.88
most,742.94,743.14
people,743.22,743.52
they'll,743.76,743.96
never,744.02,744.22
get,744.28,744.42
to,744.44,744.52
this,744.56,744.70
level,744.80,745.04
they'll,745.06,745.30
live,745.34,745.54
and,745.58,745.66
die,745.72,746.00
in,746.06,746.12
their,746.14,746.30
head,746.36,746.60
scared,746.64,746.92
of,746.96,747.00
ghosts,747.08,747.40
that,747.46,747.56
were,747.60,747.72
never,747.76,747.96
real.,748.04,748.30
But,748.66,748.76
you,748.80,749.01
know,749.05,749.19
now,749.27,749.47
they,749.51,749.69
were,749.71,749.85
all,749.99,750.11
just,750.17,750.33
NPCs,750.51,751.13
and,751.53,751.61
let,751.65,751.75
me,751.79,751.85
in,751.91,751.97
the,752.01,752.09
video,752.13,752.51
with,752.57,752.71
something,752.77,753.05
important,753.13,753.53
you,753.55,753.67
really,753.73,753.97
need,754.03,754.17
to,754.19,754.25
hear,754.29,754.49
you,754.51,754.89
